rank	count	BODY
1262=	1	To 22 fathoms (approx. 4.0.2m); in crevices od the limestone floor of Port Adelaide River.
1262=	1	To 22 fathoms (approx. 40.2 m).
1262=	1	To 22 m (Cerno1984).
1262=	1	To 225 m. lives across the full width of the continental shelf .  late January-early October, live in deep water (70 m); October-January, intertidal, buried in sand. In shallow water to deposit eggs.
1262=	1	To 23 metres.
1262=	1	To 240 m (Western Australia), 370-800 m (the Philippines).
1262=	1	To 240 m in Philippines.
1262=	1	To 240 m.
1262=	1	To 25 m depth.
1262=	1	To 25 m, lagoon to fore-reef.
1262=	1	To 25 m, live coral, dead coral rubble, rocks.
1262=	1	To 25 m, under dead coral; below low tide level.
1262=	1	To 25 m; and coral rubble.
1262=	1	To 250 m; amongst seaweed, under coral slabs.
1262=	1	To 2500 m depth.
1262=	1	To 26 m in shell sand debris
1262=	1	To 27 m
1262=	1	To 27.5 m.
1262=	1	To 274 m.
1262=	1	To 28 fathoms (approx. 14.6m).
1262=	1	To 280 m.
1262=	1	To 280 metres.
1262=	1	To 285 m.
1262=	1	To 286 m.
1262=	1	To 3 m; gregarious; in crevices of exposed shores.
1262=	1	To 30 m (Japan).
1262=	1	To 30 m (Rocke 1995x55); under coral slabs (Wilson 1993B); feeds on polychaetes
1262=	1	To 30 m (see Lamprell & Healy 1998)
1262=	1	To 30 m (see Willan 1993, p. 5); to 35 m (see Lamprell & Whitehead 1992, p. 60)
1262=	1	To 30 m depth.
1262=	1	To 30 m, protected bays, on rocky reefs associated with sponge beds, macroalgae holdfasts, also occurs in coral substrata and in sand sediment and in seagrass beds in the Albany region.
1262=	1	To 30 m; feeds on polychaetes- families Capitellidae, Maldanidae, Nereidae and Eunicidae.
1262=	1	To 30 m; in Philippines, dredged to 240 m.
1262=	1	To 30 metres; variety <i>bizonia</i> from 10 metres.
1262=	1	To 307 m.
1262=	1	To 30m (Japan).
1262=	1	To 30m; nestling between dead coral heads.
1262=	1	To 31 m.
1262=	1	To 33 metres.
1262=	1	To 34 fathoms (info. merged from Vexillum castum); 20 - 400m (info. from V. albatum).
1262=	1	To 35 fathoms.
1262=	1	To 35 m, occasionally trawled from 50-150 m; from 5 m.
1262=	1	To 350 m, living intertidally to 8m.
1262=	1	To 35m depth.
1262=	1	To 36 m
1262=	1	To 36 m.
1262=	1	To 364 m.
1262=	1	To 366 m (see Lamprell & Healy 1998)
1262=	1	To 37 m.
1262=	1	To 38 m depth.
1262=	1	To 38.5 m (see Lamprell & Healy 1998)
1262=	1	To 4 m and more.
1262=	1	To 4 metres.
1262=	1	To 40 fathoms.
1262=	1	To 40 m depth
1262=	1	To 40 m depth.
1262=	1	To 40 m; feeds on polychaetes.
1262=	1	To 40 m; in W. Mexico from 15 m to 72 m; with or without vegetation; spawning, aggregate.
1262=	1	To 40 m; rarely.
1262=	1	To 40 m; under coral blocks.
1262=	1	To 400 m depth.
1262=	1	To 403 m; in clean and weedy; from 2 m.
1262=	1	To 40m (Japan).
1262=	1	To 40m; feeds on Cypraeidae.
1262=	1	To 42 m (see Lamprell & Healy 1998)
1262=	1	To 42 m.
1262=	1	To 428 m, usually less than 200 m in Australia.
1262=	1	To 43 m.
1262=	1	To 44 m, around stems of weed and other material.
1262=	1	To 44 m, sand and shell bottom in strong surge.
1262=	1	To 44 m.
1262=	1	To 44 metres.
1262=	1	To 440 m
1262=	1	To 440 m (see Lamprell & Healy 1998)
1262=	1	To 45 m, hides in ledges of rocks, among seaweed; from 12 m.
1262=	1	To 45 m, often trawled from 40-80 m; from 2 m.
1262=	1	To 45 m; feeds on enteropneusts (<i>Ptychodera flava</i>).
1262=	1	To 45 m; from 5 m.
1262=	1	To 450 m.
1262=	1	To 46 m.
1262=	1	To 460 m depth.
1262=	1	To 467 m.
1262=	1	To 48 metres.
1262=	1	To 5 fathoms.
1262=	1	To 50 fathoms.
1262=	1	To 50 m (Rocke 1995x55).
1262=	1	To 50 m in <I>Macrocystis </I>[Lessoniaceae] beds, on sandy or rocky substrates.
1262=	1	To 50 m in coral rubble; feeds on polychaetes.
1262=	1	To 50 m, 3-27 m.
1262=	1	To 50 m, mostly above 20 m.
1262=	1	To 50 m; egg capsules pelagic; spawning, aggregate; in coral rubble; feeds on polychaetes: eunicid, nereid and spinoid.
1262=	1	To 50 m; from 5 m.
1262=	1	To 50 m; in small crevices.
1262=	1	To 50 m; nestling; from 2 m.
1262=	1	To 50m; sheltered habitats; exposed; nestling in rocky crevices; under boulders.
1262=	1	To 51 m depth.
1262=	1	To 51 m.
1262=	1	To 53 m.
1262=	1	To 55 m, form <i>innotabilis</i> in 40-150 m.
1262=	1	To 56 m.
1262=	1	To 6 m.
1262=	1	To 6 metre.
1262=	1	To 6 metres.
1262=	1	To 60 m
1262=	1	To 60 m (Lamprell & Healy 1998)
1262=	1	To 60 m, usually 1-15 m.
1262=	1	To 60 m; clear and muddy.
1262=	1	To 60 m; rock platforms exposed to wave action (Rocke 1995x55).
1262=	1	To 60 metres.
1262=	1	To 600 m.
1262=	1	To 65 m.
1262=	1	To 650 m.
1262=	1	To 66 m (see Lamprell & Healy 1998)
1262=	1	To 66 m.
1262=	1	To 69 m (Cerno1984), 69-90 m (Wilson1993).
1262=	1	To 69 m.
1262=	1	To 7 metres (live).
1262=	1	To 7.5 m
1262=	1	To 70 m, in Hawaii: 50-70 m, larger individuals on reefs: to 30 m; juveniles on beaches, larger individuals on reefs.
1262=	1	To 70 m, in New Caledonia from 12 m  to 40 m (Rocke 1995x55)
1262=	1	To 700 m.
1262=	1	To 71.5 m (see Lamprell & Healy 1998)
1262=	1	To 73 m.
1262=	1	To 73 m; from 4 m.
1262=	1	To 73 metres.
1262=	1	To 73–135 m.
1262=	1	To 746 metres.
1262=	1	To 75 m, to 240 m in Philippines.
1262=	1	To 750 m
1262=	1	To 75m; lagoon.
1262=	1	To 77 m.
1262=	1	To 8 m
1262=	1	To 80 m
1262=	1	To 80 m <Houart1992A>.
1262=	1	To 80 m depth.
1262=	1	To 80 m, whole body, including stalk, covered with sponge <I>Halisarca australiensis </I>Carter, 1885 [Halisarcidae].
1262=	1	To 80 m; tidal flats to the reef slope (Rocke 1995x55); feeds on polychaetes: family Eunicidae.
1262=	1	To 80 metres.
1262=	1	To 82 m, often epibiont on other stolidobranch ascidians.
1262=	1	To 82 metres.
1262=	1	To 85 m.
1262=	1	To 856 m.
1262=	1	To 88 fathoms.
1262=	1	To 8m.
1262=	1	To 9 m.
1262=	1	To 9 metres.
1262=	1	To 90 m , 100 m [Wilson1993B}.
1262=	1	To 90 m <Houart1992A>.
1262=	1	To 92 m depth.
1262=	1	To 92 m in sandy habitats.
1262=	1	To 92 m.
1262=	1	To 95 m.
1262=	1	To a depth of 276 m
1262=	1	To a depth of 328 m
1262=	1	To a depth of ca. 183 m; Specimens dredged from   439 m were faded individuals devoid of animal.
1262=	1	To a few metres.
1262=	1	To about 10 m (Rocke 1995x55).
1262=	1	To about 100 m (Rocke 1995x55).
1262=	1	To about 150 m; typical form: to about 60 m; form <i>adamsi</i>: 80-150 m in Arafura Sea and the Gulf of Carpentaria; sand mixed with coral rubble in subtidal habitats.
1262=	1	To about 1700 m.
1262=	1	To about 180 metres.
1262=	1	To about 20 m deep.
1262=	1	To about 20 m depth.
1262=	1	To about 20 m depth. Substrate mud to mud with rubble and small gravel.
1262=	1	To about 20 m; feeds on polychaetes.
1262=	1	To about 25 m depth.
1262=	1	To about 30 m depth.
1262=	1	To about 300 m.
1262=	1	To about 35 m.
1262=	1	To about 40 m; and in rubble.
1262=	1	To about 50 m, to 100 m in West Thailand  (Rocke 1995x55); feeds on gastropods: Cypraeidae, Olividae and Strombidae.
1262=	1	To about 50 m.
1262=	1	To about 50 m; feeds on small fishes, worms, dead cephalops and peeled shrimps (ERocke 1995x55) prosobranch gastropods.
1262=	1	To about 55 m.
1262=	1	To about 60 m depth.
1262=	1	To about 60 m; in Hawaii, form <i>vitulinus</i>  feeds on eunicid polychaetes (Rocke 1995x55).
1262=	1	To about 75 m depth.
1262=	1	To about 90 m depth, in sponges.
1262=	1	To approx. 200 m; muddy substrates (WILSON1993).
1262=	1	To at least 150 m depth.
1262=	1	To at least 20 m.
1262=	1	To at least 20m.
1262=	1	To at least 50 m.
1262=	1	To depths of 124 m, often associated with muddy sediments and seagrass beds in shallow-water.
1262=	1	To depths of 15 m.
1262=	1	To depths of at least 17 m.
1262=	1	To depths of at least 200 m.
1262=	1	To over 200 m.
1262=	1	To sandy-mud on landward and seaward edge of mangroves in sheltered bays, creeks and river mouths.
1262=	1	To sandy-mud on landward edge of mangroves in sheltered bays, creeks and river mouths.
1262=	1	Tolerant of colder waters, to 250 m; nurse forms to 3000 m.
1262=	1	Tolerant of wide fluctuations in pH, generally lotic, no associations with zoochlorellae.
1262=	1	Tolerant of wide fluctuations in pH.
1262=	1	Tolerates brackish and polluted waters.
1262=	1	Tolerates brackish water (De Smet 1997).
1262=	1	Tolerates colder waters than most salps.
1262=	1	Top of ridges where subjected to maximum current.
1262=	1	Torrent dweller.
1262=	1	Torrential rivers and streams.
1262=	1	Trapped by sticky <I>Pisonia </I>seeds.
1262=	1	Trapped by sticky seeds of <I>Pisonia brunoniana </I>Endl. [Nyctaginaceae] in Papua New Guinea.
1262=	1	Trapped in sticky seeds of <I>Pisonia brunnoniana</I> [NYCTAGINACEAE].
1262=	1	Trawlable substrates at depths of 20–30 m.
1262=	1	Trawlable substrates to at least 58 m depth, non-Australian specimens from mud, sand and shelly grit substrates at depths of 55–90 m and 26–29 m.
1262=	1	Trawlable substrates, depth 5.5–57 m.
1262=	1	Trawled 10–80 m.
1262=	1	Trawled 183-210 m depth; trawled 576 m depth.
1262=	1	Trawled 20–63 m.
1262=	1	Trawled 20–70 m.
1262=	1	Trawled 60–523 m depth.
1262=	1	Trawled and dredged from 36–59 m depth.
1262=	1	Trawled and dredged, depth 29–82 m.
1262=	1	Trawled at 100-110 m depth {Wilson1993B}.
1262=	1	Trawled at 27 m depth.
1262=	1	Trawled at 430-455 m depth {Wilson1993B}.
1262=	1	Trawled from 18–25 m.
1262=	1	Trawled from 20–161 m depth.
1262=	1	Trawled from 370-500 m depth {Wilson1993B}.
1262=	1	Trawled from 43 m depth.
1262=	1	Trawled from 80–1010 m depth.
1262=	1	Trawled from a depth of 70m.
1262=	1	Trawled from depths of 9–18 m.
1262=	1	Trawled from hard substrates adjacent to coral reefs, depth 8–90 m.
1262=	1	Trawled from level substrates, presumably sand or mud.
1262=	1	Trawled in 1050–1150 m.
1262=	1	Trawled in 20–40 m.
1262=	1	Trawled in 3000 m.
1262=	1	Trawled in 56–220 m.
1262=	1	Trawled in 570-950 m depth; mud or ooze substrate.
1262=	1	Trawled in 71-200 m.
1262=	1	Trawled in coarse sand from 296 to 303 m.
1262=	1	Trawled in coarse sand from 82 to 770 m.
1262=	1	Trawled in deep water <Wilson1993B>.
1262=	1	Trawled in deep water; depths of 100-200 m.
1262=	1	Trawled in depths of 150–180 m.
1262=	1	Trawled in depths of 20–90 m.
1262=	1	Trawled in depths of 35–140 m.
1262=	1	Trawled in depths of 60–217 m.
1262=	1	Trawled in depths over 75 m.
1262=	1	Trawled in sand and mud from 100 to 504 m.
1262=	1	Trawled in sandy mud from 28 to 80 m.
1262=	1	Trawled off Port Hedland in 350-480 m depth {Wilson1993B}.
1262=	1	Trawled on the outer shelf {Wilson1993B}.
1262=	1	Trawled or dredged from 77–151 m depth, presumably on soft bottom.
1262=	1	Trawled or dredged over soft bottom, depth 25–80 m.
1262=	1	Trawled or dredged, depth 7–100 m.
1262=	1	Trawled or dredged.
1262=	1	Trawled over coarse sand to fine mud substrates, most abundant in waters to 16 m, but found to 90 m.
1262=	1	Trawled over hard substrates and coarse mud, depths of 12–24 m.
1262=	1	Trawled over hard substrates near reefs, depth 35–55 m.
1262=	1	Trawled over hard substrates, sand, sandy mud or gravel, depths of 0–90 m, juveniles can occupy nursery areas in shallow waters of high salinity.
1262=	1	Trawled over mud substrates, depth 9–81 m.
1262=	1	Trawled over mud substrates, depths to 27 m.
1262=	1	Trawled over mud to sand substrates, juveniles occasionally enter rivers, depths to 110 m.
1262=	1	Trawled over mud to sandy mud substrates, inshore waters to 35 m.
1262=	1	Trawled over mud to sandy mud substrates, very shallow, inshore waters, often abundant in river mouths and estuaries, depth 1–37 m.
1262=	1	Trawled over muddy sand substrates, depths 13–150 m.
1262=	1	Trawled over muddy substrates, depth 13–52 m.
1262=	1	Trawled over muddy substrates, depth to 30 m.
1262=	1	Trawled over muddy substrates, depth to 60 m.
1262=	1	Trawled over muddy substrates, depths of 9–11 m.
1262=	1	Trawled over muddy substrates, juveniles enter shallow rivers and estuaries as part of life cycle, depth 10–45 m.
1262=	1	Trawled over muddy to sandy substrates, adults marine, juveniles estuarine, depth 2–90 m.
1262=	1	Trawled over muddy to sandy substrates, depth to 142 m.
1262=	1	Trawled over muddy to sandy substrates, depths 5–30 m.
1262=	1	Trawled over muddy to sandy substrates, depths of 5–30 m.
1262=	1	Trawled over sand to mud substrates, juveniles found in shallow waters generally associated with seagrass beds, depth 2–130 m.
1262=	1	Trawled over sand to muddy sand substrates, from inshore waters to 300 m.
1262=	1	Trawled over sand to sandy gravel and shell substrates, depth 11–78 m.
1262=	1	Trawled over sandy mud to sand substrates, inshore waters to 90 m.
1262=	1	Trawled over sandy substrates, depth 2–220 m.
1262=	1	Trawled over sandy substrates, depths of 55–320 m.
1262=	1	Trawled over soft mud substrates, depth 5–30 m.
1262=	1	Trawled over substrates of sand, shells, stones and mud, depth 11–44 m.
1262=	1	Trawled over varying bottom types from mud to coral debris, depth to 60 m.
1262=	1	Trawled to 100 m.
1262=	1	Trawled to 80 m.
1262=	1	Trawled to about 40 m depth.
1262=	1	Trawled to depths of 70 m.
1262=	1	Trawled, depth 21–55 m.
1262=	1	Trawled, occasionally found from 3-45 m.
1262=	1	Trawled, presumably over soft substrate.
1262=	1	Trawled, swim to surface—attracted to light at night.
1262=	1	Trawled; from 18 m; to 160 m.
1262=	1	Tree shaded areas.
1262=	1	Trees and shrubs near rainforest margins and at times in suburban gardens, where the native hibiscus (Hibiscus tiliaceus) is often favoured.
1262=	1	Trees, particularly in the vicinity of water courses.  Eucalypts are favoured.
1262=	1	Trickles, streams and rivers.
1262=	1	Trickles.
1262=	1	Triodia with mallee emergents, substrate comprises yellow, grey and red sands, and red and grey-brown duplex soils involving clays and loams, occasionally duplex soils have pebble matrix.
1262=	1	Tropical latitudes.
1262=	1	Tropical regions characterised by high productivity and oxygen-deficiency below the thermocline, vertical distribution not known, but probably lives close to surface.
1262=	1	Tropical, subtropical, sandy bottoms to 20 m.
1262=	1	Tube case of fine sand grains.
1262=	1	Tube webs under logs and rocks and in the ground.
1262=	1	Tubiculous, amongst glacial moraine, grey muds, colonies irregularly branched, up to 25 cm high and 15 cm wide, pale to rich reddish amber colour, darkening with age, dredged with stones, amongst abundant ascidians, in association with <I>Cephalodiscus (Idiothecia) nigrescens </I>Lankester, 1905, <I>Cephalodiscus (Orthoecus) solidus</I> Andersson, 1907, and Bryozoa.
1262=	1	Tubiculous, branching coenoecium, frequently found in association with <I>Cephalodiscus (Orthoecus) solidus</I> Andersson, 1907, <I>Cephalodiscus (Orthoecus) densus </I>Andersson, 1907, and <I>Cephalodiscus (Cephalodiscus) hodgsoni</I> Ridewood, 1907, and siliceous sponges, Bryozoa, Alcyonaria, hydrocorallines, grey mud, stones, rocks.
1262=	1	Tubiculous, branching colonies, adhering to corals, calcareous algae, shells, stones, coarse sand, gravel, biogenic sediments, in association with Bryozoa, hydroids, tunicates, sponges, serpulids and foraminifera, at depths ranging from lower intertidal down to 800 m at 38º16.40´S 149º27.40´E, off Point Hicks, VIC (collector M.F. Gorman, NMV, during an R.V. <I>Franklin</I> survey of slope fauna).
1262=	1	Tubiculous, in abundance on.
1262=	1	Tubiculous, irregularly branching coenoecium on solid substratum (stone, rock or shell), sometimes surrounded by blue mud, colonies with ova (January), embryos, larvae and buds (October).
1262=	1	Tubiculous, microphagous ciliary-suspension feeder, colonial (colonies small, 0.5 \\plain\\f3\\fs20 cm\\plain\\f3\\fs13\\up10 2\\plain\\f3\\fs20 ), prostrate habit, transparent, under coral and limestone boulders, on coralline algae, in association with Bryozoa and hydroids, frequently with <I>Rhabdopleura normani</I>.
1262=	1	Tubiculous, microphagous ciliary/mucus feeder, asexual and sexual reproduction, dispersal by planula-like larvae, intertidal to 550 m, on rocks, shells, corals in association with a variety of sedentary invertebrates—hydroids, bryozoa, sponges, spirorbids, boring polychaetes, serpulids, Foraminifera, folliculinids, brachiopods and tunicates.
1262=	1	Tubiculous, on small stones of glacial origin, in association with Bryozoa and hexactinellid sponges, <I>Cephalodiscus (Idiothecia) nigrescens </I>Lankester, 1905 and <I>Cephalodiscus (Orthoecus) densus </I>Andersson, 1907.
